sample_name,timestamp,time_iso,split,block,thread1_alarm,thread2_fault,fault_class_primary,thread3_agent,thread4_skill,skill_names,trigger_words,severity_score,rcf_score
SHIP500-B01-T01132,1765828484.5801375,2025-12-15 19:54:44,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4389
SHIP500-B01-T01133,1765828496.7569225,2025-12-15 19:54:56,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4399
SHIP500-B01-T01134,1765828509.0119617,2025-12-15 19:55:09,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4396
SHIP500-B01-T01135,1765828521.183823,2025-12-15 19:55:21,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4438
SHIP500-B01-T01136,1765828533.3860383,2025-12-15 19:55:33,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.442
SHIP500-B01-T01137,1765828545.597607,2025-12-15 19:55:45,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.454
SHIP500-B01-T01138,1765828557.7944436,2025-12-15 19:55:57,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4519
SHIP500-B01-T01139,1765828570.01304,2025-12-15 19:56:10,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4554
SHIP500-B01-T01140,1765828582.2301922,2025-12-15 19:56:22,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4575
SHIP500-B01-T01141,1765828594.4419136,2025-12-15 19:56:34,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4516
SHIP500-B01-T01142,1765828606.6058578,2025-12-15 19:56:46,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4603
SHIP500-B01-T01143,1765828618.8088143,2025-12-15 19:56:58,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4644
SHIP500-B01-T01144,1765828631.0204124,2025-12-15 19:57:11,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4625
SHIP500-B01-T01145,1765828643.287609,2025-12-15 19:57:23,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4641
SHIP500-B01-T01146,1765828655.492672,2025-12-15 19:57:35,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.468
SHIP500-B01-T01147,1765828667.7000043,2025-12-15 19:57:47,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4742
SHIP500-B01-T01148,1765828679.940549,2025-12-15 19:57:59,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.451
SHIP500-B01-T01149,1765828692.1509197,2025-12-15 19:58:12,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.457
SHIP500-B01-T01150,1765828704.3559186,2025-12-15 19:58:24,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4617
SHIP500-B01-T01151,1765828716.6774862,2025-12-15 19:58:36,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4597
SHIP500-B01-T01152,1765828728.8906827,2025-12-15 19:58:48,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4562
SHIP500-B01-T01153,1765828741.1015334,2025-12-15 19:59:01,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4513
SHIP500-B01-T01154,1765828753.3031943,2025-12-15 19:59:13,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4462
SHIP500-B01-T01155,1765828765.5153675,2025-12-15 19:59:25,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4436
SHIP500-B01-T01156,1765828777.7558527,2025-12-15 19:59:37,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.436
SHIP500-B01-T01157,1765828789.9686804,2025-12-15 19:59:49,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4326
SHIP500-B01-T01158,1765828802.1523578,2025-12-15 20:00:02,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4275
SHIP500-B01-T01159,1765828814.3314989,2025-12-15 20:00:14,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4265
SHIP500-B01-T01160,1765828826.5219393,2025-12-15 20:00:26,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4318
SHIP500-B01-T01161,1765828838.7181168,2025-12-15 20:00:38,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4357
SHIP500-B01-T01162,1765828850.9612403,2025-12-15 20:00:50,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4375
SHIP500-B01-T01163,1765828863.166637,2025-12-15 20:01:03,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4484
SHIP500-B01-T01164,1765828875.329319,2025-12-15 20:01:15,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4608
SHIP500-B01-T01165,1765828887.5509875,2025-12-15 20:01:27,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4652
SHIP500-B01-T01166,1765828899.7559936,2025-12-15 20:01:39,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4686
SHIP500-B01-T01167,1765828911.963104,2025-12-15 20:01:51,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4719
SHIP500-B01-T01168,1765828924.1656053,2025-12-15 20:02:04,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4423
SHIP500-B01-T01169,1765828936.3519435,2025-12-15 20:02:16,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4465
SHIP500-B01-T01170,1765828948.5812683,2025-12-15 20:02:28,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4436
SHIP500-B01-T01171,1765828960.7903256,2025-12-15 20:02:40,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4486
SHIP500-B01-T01172,1765828973.0022552,2025-12-15 20:02:53,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4494
SHIP500-B01-T01173,1765828985.1744,2025-12-15 20:03:05,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4428
SHIP500-B01-T01174,1765828997.3523924,2025-12-15 20:03:17,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4316
SHIP500-B01-T01175,1765829009.5836084,2025-12-15 20:03:29,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4262
SHIP500-B01-T01176,1765829021.7905762,2025-12-15 20:03:41,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4209
SHIP500-B01-T01177,1765829034.0197325,2025-12-15 20:03:54,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4187
SHIP500-B01-T01178,1765829046.2435665,2025-12-15 20:04:06,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4184
SHIP500-B01-T01179,1765829058.4741926,2025-12-15 20:04:18,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4115
SHIP500-B01-T01180,1765829070.6792784,2025-12-15 20:04:30,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4105
SHIP500-B01-T01181,1765829082.8686347,2025-12-15 20:04:42,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4047
SHIP500-B01-T01182,1765829095.0734482,2025-12-15 20:04:55,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3982
SHIP500-B01-T01183,1765829107.2875235,2025-12-15 20:05:07,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3968
SHIP500-B01-T01184,1765829119.491758,2025-12-15 20:05:19,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4013
SHIP500-B01-T01185,1765829131.7137446,2025-12-15 20:05:31,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3944
SHIP500-B01-T01186,1765829143.921815,2025-12-15 20:05:43,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3914
SHIP500-B01-T01187,1765829156.1119132,2025-12-15 20:05:56,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3907
SHIP500-B01-T01188,1765829168.318514,2025-12-15 20:06:08,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3882
SHIP500-B01-T01189,1765829180.4961815,2025-12-15 20:06:20,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3888
SHIP500-B01-T01190,1765829192.706681,2025-12-15 20:06:32,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3822
SHIP500-B01-T01191,1765829204.9338045,2025-12-15 20:06:44,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3854
SHIP500-B01-T01192,1765829217.1165018,2025-12-15 20:06:57,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3797
SHIP500-B01-T01193,1765829229.3242807,2025-12-15 20:07:09,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.382
SHIP500-B01-T01194,1765829241.5142066,2025-12-15 20:07:21,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.381
SHIP500-B01-T01195,1765829253.7219722,2025-12-15 20:07:33,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3741
SHIP500-B01-T01196,1765829265.9494734,2025-12-15 20:07:45,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3783
SHIP500-B01-T01197,1765829278.16376,2025-12-15 20:07:58,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3743
SHIP500-B01-T01198,1765829290.3859503,2025-12-15 20:08:10,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3822
SHIP500-B01-T01199,1765829302.5696468,2025-12-15 20:08:22,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3817
SHIP500-B01-T01200,1765829314.7719493,2025-12-15 20:08:34,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3774
SHIP500-B01-T01201,1765829327.0127716,2025-12-15 20:08:47,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.377
SHIP500-B01-T01202,1765829339.2214327,2025-12-15 20:08:59,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3781
SHIP500-B01-T01203,1765829351.4273949,2025-12-15 20:09:11,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3777
SHIP500-B01-T01204,1765829363.6421933,2025-12-15 20:09:23,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3817
SHIP500-B01-T01205,1765829375.8531115,2025-12-15 20:09:35,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3786
SHIP500-B01-T01206,1765829388.0531845,2025-12-15 20:09:48,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3801
SHIP500-B01-T01207,1765829400.2456503,2025-12-15 20:10:00,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3831
SHIP500-B01-T01208,1765829412.444029,2025-12-15 20:10:12,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3852
SHIP500-B01-T01209,1765829424.642805,2025-12-15 20:10:24,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3808
SHIP500-B01-T01210,1765829436.8238568,2025-12-15 20:10:36,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3822
SHIP500-B01-T01211,1765829449.027038,2025-12-15 20:10:49,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3868
SHIP500-B01-T01212,1765829461.213878,2025-12-15 20:11:01,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3923
SHIP500-B01-T01213,1765829473.445464,2025-12-15 20:11:13,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.3886
SHIP500-B01-T01214,1765829485.6258388,2025-12-15 20:11:25,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4011
SHIP500-B01-T01215,1765829497.8058894,2025-12-15 20:11:37,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3961
SHIP500-B01-T01216,1765829510.0148714,2025-12-15 20:11:50,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4069
SHIP500-B01-T01217,1765829522.210613,2025-12-15 20:12:02,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4093
SHIP500-B01-T01218,1765829534.4363637,2025-12-15 20:12:14,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4267
SHIP500-B01-T01219,1765829546.6273575,2025-12-15 20:12:26,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4342
SHIP500-B01-T01220,1765829558.8407402,2025-12-15 20:12:38,train,1,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.3933
